Sklypo_ID	Sklypo_kodas	Kadastro_vietoves_kodas	Kadastro_vietoves_bloko_numeris	Sklypo_nr_bloke	Anuliavimo_data	Pagal_pastata	Sklypo_adresas	Laikotarpis	Bazine_kaina	Plotas	Paskirties_kodas	Paskirtis	Charakteristikos_kodas	Charakteristika	Turto_grupes_kodas	Turto_grupe	Verciu_zona	Skaitiklis	Vardiklis	Neapmokestinamas_dydis	Moketojo_ID	Moketojo_kodas	Moketojo_pavadinimas	Naudojimo_pradzia	Naudojimo_pabaiga	Taikyti_VRV	VRV_visa	VRV_dalies	Dokumento_data	Dokumento_nr	Dokumento_tipas	Koregavimo_data
12535	419400442018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Platiniškių g. 2"	2014 m.		0,012800	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	15536	0	J.J.	2008-07-21	NULL	1	8700.00	4350.00	2002-08-13	1-5074	Paveldėjimo teisės liudijimas	2014-09-09
12535	419400442018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Platiniškių g. 2"	2014 m.		0,012800	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	15537	0	R.M.	2008-07-31	NULL	1	8700.00	4350.00	2002-08-13	1-5074	Paveldėjimo teisės liudijimas	2014-09-09
14487	139920330016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Nadruvos g. 14"	2014 m.		0,017000	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	17211	0	D.V.V.	1994-09-07	NULL	1	26900.00	26900.00	1993-05-26	4-4181	Pirkimo - pardavimo sutartis	2014-09-09
14848				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Elektrinės g. 3"	2014 m.		1,042000	990	Kita (ne že. ir ne miškų ūkio)						1	1	NULL	8561	1007436	Uždaroji akcinė bendrovė "GRINDA"	2013-07-26	2014-02-28	1	808961.00	808961.00	NULL			2014-10-30
15041	440027092997	0101	0052	25	NULL	0	"Vilniaus m. sav., Vilnius, Elektrinės g. 3"	2014 m.	229785,00	1,042000	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.36	1	1	NULL	8561	1007436	Uždaroji akcinė bendrovė "GRINDA"	2013-07-26	2014-02-17	1	808961.00	808961.00	1998-08-24	N01/98-16242	Nuomos sutartis	2014-10-28
15041	440027092997	0101	0052	25	NULL	0	"Vilniaus m. sav., Vilnius, Elektrinės g. 3"	2014 m.	229785,00	1,042000	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.36	1	1	NULL	17227	0	U.".N.v.	2014-02-18	2097-08-22	1	553000.00	553000.00	1998-08-24	N01/98-16242	Nuomos sutartis	2014-02-18
14019	109580143016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Naručio g. 4"	2014 m.		0,012700	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	16775	0	P.Ž.	1977-08-12	NULL	1	33800.00	33800.00	1958-09-05		Stat. priėmimo naudoti aktas	2014-09-09
14396	419460188017			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Sirpučių g. 54"	2014 m.		0,006769	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	3	NULL	17145	0	I.B.	1999-10-15	NULL	1	3500.00	1166.67	1999-08-16	1-9414	Paveldėjimo teisės liudijimas	2014-09-09
14396	419460188017			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Sirpučių g. 54"	2014 m.		0,006769	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		2	3	NULL	17146	0	K.B.	2006-01-16	NULL	1	3500.00	2333.33	1999-08-16	1-9414	Paveldėjimo teisės liudijimas	2014-09-09
13915	109402624017			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Pakraščio g. 31"	2014 m.		0,008900	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	16666	0	Z.N.	1992-10-01	NULL	1	23900.00	23900.00	1992-09-28	7-5812	Dovanojimo sutartis	2014-09-09
14207	419570118018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Dvariškių g. 13"	2014 m.		0,012100	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		32	100	NULL	16996	0	F.P.	1994-11-11	NULL	1	12200.00	3904.00	1994-11-02	6003	Dovanojimo sutartis	2014-09-09
14207	419570118018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Dvariškių g. 13"	2014 m.		0,012100	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		68	100	NULL	16997	0	S.C.	2000-11-08	NULL	1	12200.00	8296.00	1984-04-26	12	Dovanojimo sutartis	2014-09-09
14993	10100430118	0101	0043	118	NULL	0	"Vilniaus m. sav., Vilnius, Pavasario g. 22"	2014 m.	36788,62	0,159000	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.20	329	1590	NULL	3696	0	E.L.	2014-05-28	NULL	1	497000.00	102838.00	2014-05-28	49SŽN-(14.49.57.)-15	Valst. ž. skl. nuomos sutartis	2014-05-28
12483	109800138018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Vaduvos g. 49C"	2014 m.		0,007700	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	5340	0	M.B.	1989-07-16	NULL	1	5600.00	5600.00	1988-11-16	347	LDT vykd. komiteto sprendimas	2014-09-09
14264	109950184015			NULL	NULL	1	"Vilniaus m. sav., Vilnius, M. Šikšnio g. 82"	2014 m.		0,016200	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	17062	0	V.M.	1995-11-22	NULL	1	20500.00	10250.00	1995-10-18	4767	Pirkimo - pardavimo sutartis	2014-09-09
14264	109950184015			NULL	NULL	1	"Vilniaus m. sav., Vilnius, M. Šikšnio g. 82"	2014 m.		0,016200	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	17063	0	Č.M.	1995-11-22	NULL	1	20500.00	10250.00	1995-10-18	4767	Pirkimo - pardavimo sutartis	2014-09-09
14884				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Bazilijonų g. 3"	2014 m.		0,225900	990	Kita (ne že. ir ne miškų ūkio)						1	1	NULL	17526	0	U.".G.	2011-06-01	NULL	1	847352.00	847352.00	NULL			2014-09-09
12822	109405135017			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Baniškių g. 37"	2014 m.		0,007013	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	15707	0	N.L.	2004-11-23	NULL	1	5100.00	5100.00	2004-11-09	2989	Paveldėjimo teisės liudijimas	2014-09-09
14018	109580093018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Keramikų g. 21"	2014 m.		0,011100	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	16774	0	V.G.	2000-06-19	NULL	1	15600.00	15600.00	1998-12-04	5-8492	Paveldėjimo teisės liudijimas	2014-09-09
14937	440029890255	0101	0020	18	NULL	0	"Vilniaus m. sav., Vilnius, Gelvonų g. 35A"	2014 m.	79443,00	0,291000	995	Kita (žemės)			972	Komercinės paskirties žemė	57.48	877	2910	NULL	9702	0	I.P.	2014-06-20	2098-03-03	1	963000.00	290224.00	2014-04-30	49SŽN-(14.49.57.)-12	Valst. ž. skl. nuomos sutartis	2014-06-20
14937	440029890255	0101	0020	18	NULL	0	"Vilniaus m. sav., Vilnius, Gelvonų g. 35A"	2014 m.	79443,00	0,291000	995	Kita (žemės)			972	Komercinės paskirties žemė	57.48	578	2910	NULL	9702	0	I.P.	2014-06-09	2098-03-03	1	963000.00	191276.00	1999-03-05	149 N01/99-20640	Valst. ž. skl. nuomos sutartis	2014-06-09
14937	440029890255	0101	0020	18	NULL	0	"Vilniaus m. sav., Vilnius, Gelvonų g. 35A"	2014 m.	79443,00	0,291000	995	Kita (žemės)			972	Komercinės paskirties žemė	57.48	299	2910	NULL	9702	0	I.P.	2014-06-09	2014-06-19	1	963000.00	98947.00	2014-04-30	49SŽN-(14.49.57.)-12	Valst. ž. skl. nuomos sutartis	2014-06-20
14937	440029890255	0101	0020	18	NULL	0	"Vilniaus m. sav., Vilnius, Gelvonų g. 35A"	2014 m.	79443,00	0,291000	995	Kita (žemės)			972	Komercinės paskirties žemė	57.48	299	2910	NULL	9703	0	J.K.	2014-06-09	2014-06-19	1	963000.00	98947.00	2014-04-30	49SŽN-(14.49.57.)-12	Valst. ž. skl. nuomos sutartis	2014-06-20
14937	440029890255	0101	0020	18	NULL	0	"Vilniaus m. sav., Vilnius, Gelvonų g. 35A"	2014 m.	79443,00	0,291000	995	Kita (žemės)			972	Komercinės paskirties žemė	57.48	578	2910	NULL	9703	0	J.K.	2014-06-09	2014-06-19	1	963000.00	191276.00	1999-03-05	149 N01/99-20640	Valst. ž. skl. nuomos sutartis	2014-06-20
14937	440029890255	0101	0020	18	NULL	0	"Vilniaus m. sav., Vilnius, Gelvonų g. 35A"	2014 m.	79443,00	0,291000	995	Kita (žemės)			972	Komercinės paskirties žemė	57.48	1156	2910	NULL	9706	0	A.Č.	2014-06-09	2098-03-04	1	963000.00	382553.00	2001-12-13	484 N01/2001-25020	Valst. ž. skl. nuomos sutartis	2014-06-09
12170	109520031018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Juodšilių g. 28"	2014 m.		0,003000	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	2281	0	A.A.	2010-03-08	NULL	1	1300.00	650.00	2010-01-11	2-171-643/2010	Apylinkės teismo nutartis	2014-09-09
12170	109520031018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Juodšilių g. 28"	2014 m.		0,003000	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	2282	0	K.A.	2010-02-22	NULL	1	1300.00	650.00	2010-01-11	2-171-643/2010	Apylinkės teismo nutartis	2014-09-09
15073				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Gedimino pr. 45"	2014 m.	694000,00	0,135600	210	Administracinė						60	1356	NULL	3735	1003735	Uždaroji akcinė bendrovė "LELIJA"	2013-12-31	NULL	1	694000.00	30708.00	NULL			2014-12-10
14044	109600442016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Žilvičių g. 15"	2014 m.		0,019069	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		24	100	NULL	16810	0	A.A.	2004-05-30	NULL	1	20300.00	4872.00	2001-07-24	S-3990	Dovanojimo sutartis	2014-09-09
14044	109600442016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Žilvičių g. 15"	2014 m.		0,019069	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		31	100	NULL	16811	0	N.A.	2001-09-24	NULL	1	20300.00	6293.00	2001-07-13	S-3713	Pirkimo - pardavimo sutartis	2014-09-09
14044	109600442016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Žilvičių g. 15"	2014 m.		0,019069	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		13	100	NULL	16812	0	N.D.	1998-12-21	NULL	1	20300.00	2639.00	1998-12-07	2-10477	Pirkimo - pardavimo sutartis	2014-09-09
14044	109600442016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Žilvičių g. 15"	2014 m.		0,019069	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		32	100	NULL	16813	0	I.A.	2007-03-29	NULL	1	20300.00	6496.00	2001-07-24	S-3990	Dovanojimo sutartis	2014-09-09
13907	109402543017			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Nemenčinės pl. 190"	2014 m.		0,014000	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	16657	0	V.S.	1976-06-07	NULL	1	73000.00	73000.00	1976-06-11	5-2672	Paveldėjimo teisės liudijimas	2014-09-09
14892				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Mindaugo g. 11"	2014 m.		0,993900	990	Kita (ne že. ir ne miškų ūkio)						1	1	NULL	17491	0	L.	2013-01-01	NULL	1	6246000.00	6246000.00	NULL			2014-09-09
13890	109402062013			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Liudvinavo g. 75"	2014 m.		0,010500	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	16646	0	G.S.	1992-10-07	NULL	1	4300.00	4300.00	1992-10-05	7-6005	Dovanojimo sutartis	2014-09-09
12434	109730098010			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Titnago g. 62"	2014 m.		0,006600	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	15483	0	E.Š.	2011-01-03	NULL	1	4800.00	4800.00	2010-12-21	3-9175	Paveld. t. pagal test. liudijimas	2014-09-09
12839	109990135016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Gervėčių g. 7"	2014 m.	4989,60	0,019800	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	15708	0	I.A.	2005-11-03	NULL	0	31200.00	31200.00	2005-11-03	6189	Paveldėjimo teisės liudijimas	2014-09-09
12438	109740005012			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Aguonų g. 11"	2014 m.		0,105500	292	Mokslo			972	Komercinės paskirties žemė		1	1	NULL	15484	0	J.Č.	2012-03-26	NULL	1	406000.00	406000.00	2012-03-23	JS-3083	Paveldėjimo liudij.	2014-09-09
12432	109730081011			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Popieriaus g. 65"	2014 m.		0,008700	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	15482	0	J.K.	2009-03-24	NULL	1	14500.00	14500.00	2008-06-30	2328	Paveld. t. pagal test. liudijimas	2014-09-09
14063	109620104016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, J. Kupalos g. 31"	2014 m.		0,008900	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	16838	0	V.D.	2010-04-07	NULL	1	11500.00	5750.00	1967-01-19		Stat. priėmimo naudoti aktas	2014-09-09
14063	109620104016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, J. Kupalos g. 31"	2014 m.		0,008900	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	16839	0	A.D.	2010-04-07	NULL	1	11500.00	5750.00	2010-03-26	NJ-1459	Dovanojimo sutartis	2014-09-09
12041	109404182012			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Vaismedžių g. 7"	2014 m.		0,015700	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		38	100	NULL	5368	0	S.T.	2010-09-27	NULL	1	19900.00	7562.00	1988-08-03	1-1573	Paveldėjimo teisės liudijimas	2014-09-09
12041	109404182012			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Vaismedžių g. 7"	2014 m.		0,015700	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		27	100	NULL	15210	0	V.M.	2012-05-08	NULL	1	19900.00	5373.00	2012-04-26	NJ-2449	Pirkimo - pardavimo sutartis	2014-09-09
12702	419450226013			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Baniškių g. 63"	2014 m.		0,009090	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	15652	0	V.K.	2004-07-02	NULL	1	6600.00	3300.00	2004-06-25	1694	Paveldėjimo teisės liudijimas	2014-09-09
12702	419450226013			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Baniškių g. 63"	2014 m.		0,009090	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	15653	0	G.K.	2004-07-02	NULL	1	6600.00	3300.00	2004-06-25	1694	Paveldėjimo teisės liudijimas	2014-09-09
14187	419300203013			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Gulbinėlių g. 64"	2014 m.		0,012400	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		23	100	NULL	16964	0	J.G.	1997-03-18	2007-12-31	1	12500.00	2875.00	1997-03-18	2-987	Dovanojimo sutartis	2014-11-05
14187	419300203013			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Gulbinėlių g. 64"	2014 m.		0,012400	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		27	100	NULL	16964	0	J.G.	2011-06-08	2011-06-09	1	12500.00	3375.00	2011-06-06	6561	Pirkimo - pardavimo sutartis	2014-11-05
14187	419300203013			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Gulbinėlių g. 64"	2014 m.		0,012400	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	16965	0	V.V.	2005-04-25	NULL	1	12500.00	6250.00	2005-04-04	cbNr.2-1753-110/2005	Apylinkės teismo nutartis	2014-09-09
14840				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	49791,87	0,191600	990	Kita (ne že. ir ne miškų ūkio)						1	1	NULL	12765	1009337	Uždaroji akcinė bendrovė "BIOK"	2001-10-15	2099-11-14	0	NULL	NULL	2001-10-15	K01/2001-24861	Valst. ž. skl. nuomos sutartis	2014-09-09
14843				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	20634,00	0,079400	990	Kita (ne že. ir ne miškų ūkio)						1	1	NULL	13128	1009700	UAB AUKŠTŲJŲ PANERIŲ ELEKTROS PASKIRSTYMO CENTRAS	2004-10-29	NULL	0	NULL	NULL	NULL			2014-09-09
14826				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	103560,00	0,398500	990	Kita (ne že. ir ne miškų ūkio)	0422	Pram.ir sandėliav.obj.ž.				1	1	NULL	12825	1009397	Uždaroji akcinė bendrovė "VIZORA"	2002-04-16	NULL	0	NULL	NULL	NULL			2014-09-09
14811				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	35057,10	0,134900	990	Kita (ne že. ir ne miškų ūkio)						1	1	NULL	13014	1009586	Uždaroji akcinė bendrovė "ZIGAVA"	2002-07-18	NULL	0	NULL	NULL	NULL			2014-09-09
14910				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	311511,88	1,198700	222	Gamybos, pramonės						1	1	NULL	12959	1009531	Uždaroji akcinė bendrovė "Petrolana". Išieškojimas .	2003-01-23	2013-12-31	0	NULL	NULL	NULL			2014-12-04
14910				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	311511,88	1,198700	222	Gamybos, pramonės						6711	11987	NULL	12959	1009531	Uždaroji akcinė bendrovė "Petrolana". Išieškojimas .	2014-01-01	2102-01-06	0	NULL	NULL	NULL			2015-03-23
14910				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	311511,88	1,198700	222	Gamybos, pramonės						5276	11987	NULL	12959	1009531	Uždaroji akcinė bendrovė "Petrolana". Išieškojimas .	2014-01-01	2014-12-31	1	4453.63	126862.79	NULL			2015-03-23
15121				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	40098,75	0,154300	970	Kita (pramoniniams statiniams)						1	1	NULL	17828	0	V.A.R.	2003-04-30	2102-04-29	0	NULL	NULL	NULL			2015-04-28
15122				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2A"	2014 m.	30509,38	0,117400	970	Kita (pramoniniams statiniams)						1	1	NULL	17829	0	A.J.	2001-06-29	2100-06-29	0	NULL	NULL	NULL			2015-04-28
13046	440020022851			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Žirmūnų g."	2014 m.		0,001400	222	Gamybos, pramonės			970	Pramonės ir sandėliavimo žemė		1	1	NULL	2825	1002825	Akcinė bendrovė "LIETUVOS DUJOS"	2009-12-30	NULL	1	5300.00	5300.00	1998-03-16	15-427	Pažyma	2014-09-09
13053	440020023166			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Žirmūnų g."	2014 m.		0,001400	222	Gamybos, pramonės			970	Pramonės ir sandėliavimo žemė		1	1	NULL	2825	1002825	Akcinė bendrovė "LIETUVOS DUJOS"	2009-12-30	NULL	1	5300.00	5300.00	1998-03-16	15-427	Pažyma	2014-09-09
13054	440020023238			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Žirmūnų g."	2014 m.		0,001400	222	Gamybos, pramonės			970	Pramonės ir sandėliavimo žemė		1	1	NULL	2825	1002825	Akcinė bendrovė "LIETUVOS DUJOS"	2009-12-30	NULL	1	5300.00	5300.00	1998-03-16	15-427	Pažyma	2014-09-09
14654				NULL	NULL	0	"Vilniaus m. sav., Vilnius, Apolinaro Juozo Povilaičio g. 18"	2014 m.	11968,00	0,027000	413	Kitai ne ž.ū,m.ū.veiklai						1	1	NULL	7564	1006439	UŽDAROJI AKCINĖ BENDROVĖ "KAROLINIŠKIŲ BŪSTAS"	2001-09-05	NULL	0	NULL	NULL	NULL			2014-09-09
12589	799100017018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Galvės g. 98"	2014 m.		0,009475	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	3984	0	A.E.	2006-12-12	NULL	1	6900.00	6900.00	2006-12-07	AD-5044	Pirkimo - pardavimo sutartis	2014-09-09
14428	109404464022			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Visorių g. 21"	2014 m.		0,100500	224	Sandėliavimo			970	Pramonės ir sandėliavimo žemė		1	1	NULL	13066	1009638	Uždaroji akcinė bendrovė "SEMERTA". Ieškinys.	2001-02-12	NULL	1	209000.00	209000.00	2001-02-09	5-826	Pirkimo - pardavimo sutartis	2014-09-09
14089	109650239015			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Žirmūnų g. 45"	2014 m.		0,031800	214	Paslaugų			972	Komercinės paskirties žemė		1	1	NULL	8596	1007471	IĮ Tado Vėbros dailės dirbtuvės	1997-04-01	NULL	1	154000.00	154000.00	1997-03-24	1945	Pirkimo - pardavimo sutartis	2014-09-09
12071	109404365013			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Verkių g. 273"	2014 m.		0,006300	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	15230	0	V.S.	2001-05-11	NULL	1	24800.00	24800.00	2001-05-02	3-4786	Dovanojimo sutartis	2014-09-09
11970	109403395019			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Salininkų g. 53"	2014 m.		0,014100	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	4345	0	V.K.	2008-05-07	NULL	1	12500.00	12500.00	2006-09-20	ERN-3531	Paveldėjimo teisės liudijimas	2014-09-09
12751	109910201019			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Biržiškų g. 81"	2014 m.		0,016100	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	15677	0	V.P.	1995-10-20	NULL	1	20400.00	20400.00	1995-10-10	4-6889	Pirkimo - pardavimo sutartis	2014-09-09
13833	109360032015			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Melioratorių g. 49"	2014 m.		0,008900	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	16583	0	J.Š.	1998-10-04	NULL	1	6100.00	3050.00	1998-07-08	6-5483	Išlaik. iki gyv. galvos sutartis	2014-09-09
13900	109402272011			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Markučių g. 49"	2014 m.		0,005113	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	16650	0	V.Š.	1999-08-19	NULL	1	17700.00	17700.00	1999-08-04	6783	Pirkimo - pardavimo sutartis	2014-09-09
14056	109610244018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Plytų g. 17"	2014 m.		0,010700	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	1	NULL	16827	0	T.B.	2009-09-03	NULL	1	11600.00	11600.00	2005-10-06	VŠ-2421	Paveldėjimo teisės liudijimas	2014-09-09
12320	109620366016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, V. Sirokomlės g. 15"	2014 m.		0,012500	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	5308	0	A.D.	1993-08-02	1993-08-02	1	12100.00	6050.00	1993-07-29	4856	Paveldėjimo teisės liudijimas	2015-03-25
12320	109620366016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, V. Sirokomlės g. 15"	2014 m.		0,012500	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		3	8	NULL	13222	0	D.D.	2006-12-11	NULL	1	12100.00	4537.50	2006-11-15	NJ-175	Paveldėjimo teisės liudijimas	2014-09-09
12320	109620366016			NULL	NULL	1	"Vilniaus m. sav., Vilnius, V. Sirokomlės g. 15"	2014 m.		0,012500	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	8	NULL	13223	0	I.D.	2006-12-11	NULL	1	12100.00	1512.50	2006-11-15	NJ-175	Paveldėjimo teisės liudijimas	2014-09-09
13878	109401348018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Justiniškių g. 126A"	2014 m.		0,012949	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	16636	0	O.G.	1997-09-24	1997-09-25	1	17500.00	8750.00	1997-09-25	ML15-4624	Pirkimo - pardavimo sutartis	2014-11-03
13878	109401348018			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Justiniškių g. 126A"	2014 m.		0,012949	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	2	NULL	16637	0	D.D.	2007-02-06	2008-02-05	1	17500.00	8750.00	2007-02-05	1098	Pirkimo - pardavimo sutartis	2014-11-03
12423	109720065014			NULL	NULL	1	"Vilniaus m. sav., Vilnius, Mechanikų g. 32"	2014 m.		0,014900	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		4	18	NULL	15480	0	I.T.	2006-10-18	NULL	1	13200.00	2933.33	2006-10-11	ERN-3816	Paveldėjimo teisės liudijimas	2014-09-09
12553	419450213014			NULL	NULL	1	"Vilniaus m. sav., Vaidegių k."	2014 m.		0,004600	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	9	NULL	15562	0	M.K.	2010-02-19	NULL	1	2400.00	266.67	2009-12-03	NŠ-2346	Paveld. t. pagal įst. liudijimas	2014-09-09
12553	419450213014			NULL	NULL	1	"Vilniaus m. sav., Vaidegių k."	2014 m.		0,004600	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	3	NULL	15563	0	I.Č.	1993-06-15	NULL	1	2400.00	800.00	1993-03-19	1752	Paveldėjimo teisės liudijimas	2014-09-09
12553	419450213014			NULL	NULL	1	"Vilniaus m. sav., Vaidegių k."	2014 m.		0,004600	110	Gyvenamoji (1 buto past.)			950	Gyvenamųjų teritorijų žemė		1	9	NULL	15564	0	G.N.	2010-02-19	NULL	1	2400.00	266.67	2009-12-03	NŠ-2346	Paveld. t. pagal įst. liudijimas	2014-09-09
